time,x,y,z
57:19.9,-0.08,-0.07,0.14
57:19.9,0.3,-0.2,0.02
57:19.9,-0.44,-0.77,-0.06
57:19.9,-0.67,-0.47,0.35
57:19.9,-0.06,-0.4,0.11
57:20.0,-0.06,-0.4,0.11
57:20.0,-0.82,-0.29,0.4
57:20.0,0.55,0.11,-0.15
57:20.0,1.09,-0.01,-0.73
57:20.0,-0.41,-0.09,-0.07
57:20.0,-0.41,-0.09,-0.07
57:20.0,0.94,0.03,-0.78
57:20.0,-0.66,-0.02,0.13
57:20.0,-0.69,0.14,0.42
57:20.0,0.53,0.38,-0.29
57:20.0,0.53,0.38,-0.29
57:20.0,-0.48,0.31,0.37
57:20.0,1.03,0.59,-0.46
57:20.0,0.18,-0.3,-0.2
57:20.0,0.18,-0.3,-0.2
57:20.1,-0.54,-0.09,0.26
57:20.1,-0.05,-0.32,0.17
57:20.1,-0.81,-0.09,0.51
57:20.1,-0.09,0.48,0.06
57:20.1,-0.09,0.48,0.06
57:20.1,-0.08,-0.4,0.25
57:20.1,-0.03,-0.05,-0.12
57:20.1,-0.09,-0.85,-0.2
57:20.1,-0.5,-0.48,0.29
57:20.1,-0.5,-0.48,0.29
57:20.1,0.14,-0.05,-0.16
57:20.1,-0.42,-0.29,0.29
57:20.1,0.26,0.36,-0.08
57:20.2,1.11,0.56,-0.66
57:20.2,1.11,0.56,-0.66
57:20.2,0.18,0.17,-0.22
57:20.2,0.45,0.52,-0.35
57:20.2,-0.03,0.11,-0.12
57:20.2,-0.03,0.11,-0.12
57:20.2,-0.64,-0.14,0.4
57:20.2,-0.16,0.15,0.38
57:20.2,-0.38,-0.22,0.22
57:20.2,-0.22,-0.51,-0.16
57:20.3,-0.22,-0.51,-0.16
57:20.3,-0.2,-0.74,0.01
57:20.3,-0.21,-0.66,-0.17
57:20.3,-0.53,-0.5,0.39
57:20.3,-0.83,-0.1,0.52
57:20.3,-0.83,-0.1,0.52
57:20.3,0.55,0.16,-0.25
57:20.3,-0.55,0.22,0.37
57:20.3,1.29,-0.05,-0.93
57:20.3,1.1,-0.06,-0.84
57:20.3,1.1,-0.06,-0.84
57:20.3,-0.6,0.38,0.14
57:20.3,0.84,0.12,-0.46
57:20.4,-0.74,0.36,0.59
57:20.4,-0.74,0.36,0.59
57:20.4,-0.32,0.38,0.37
57:20.4,0.45,0.38,-0.11
57:20.4,-0.15,-0.34,0.1
57:20.4,0,-0.37,-0.22
57:20.4,0,-0.37,-0.22
57:20.4,-0.49,-0.52,0.25
57:20.4,-0.49,-0.33,0.25
57:20.4,-0.48,-0.4,0.34
57:20.4,-0.5,0.31,0.27
57:20.4,-0.5,0.31,0.27
57:20.5,-0.02,0.63,-0.09
57:20.5,0.72,-0.86,-0.38
57:20.5,-0.06,0.12,-0.29
57:20.5,0.35,-0.59,-0.34
57:20.5,0.35,-0.59,-0.34
57:20.5,-0.06,-0.53,0.12
57:20.5,-0.29,0.14,0.11
57:20.5,-0.02,0,0.06
57:20.5,-0.02,0,0.06
57:20.5,0.36,0.5,-0.12
57:20.5,1.17,0.25,-0.67
57:20.5,0.01,0.12,-0.2
57:20.5,0.34,0.14,-0.33
57:20.6,0.34,0.14,-0.33
57:20.6,0.41,0.07,-0.05
57:20.6,-0.86,-0.05,0.59
57:20.6,-0.35,-0.13,0.36
57:20.6,-0.1,-0.08,0.1
57:20.6,-0.1,-0.08,0.1
57:20.6,-0.01,-0.45,-0.1
57:20.6,-0.19,-0.62,-0.05
57:20.6,-0.17,-0.72,-0.41
57:20.6,-0.18,-0.32,0.07
57:20.6,-0.18,-0.32,0.07
57:20.6,0.17,-0.14,0.18
57:20.7,-0.55,-0.12,0.09
57:20.7,0.5,0.4,-0.02
57:20.7,0.5,0.4,-0.02
57:20.7,-0.31,0.77,-0.05
57:20.7,0.09,0.48,-0.18
57:20.7,0.6,0.15,-0.49
57:20.7,-0.16,0.88,0
57:20.7,-0.16,0.88,0
57:20.7,0.5,-0.35,-0.22
57:20.7,-0.49,-0.51,0.34
57:20.7,-0.45,0,0.47
57:20.7,-0.23,-0.72,0.1
57:20.7,-0.23,-0.72,0.1
57:20.7,-0.18,-0.29,0.29
57:20.8,-0.14,-0.65,-0.07
57:20.8,0,-0.51,-0.31
57:20.8,-0.37,-0.42,0.09
57:20.8,-0.37,-0.42,0.09
57:20.8,0.01,-0.12,-0.11
57:20.8,-0.27,-0.07,-0.04
57:20.8,0.15,0.37,0.11
57:20.8,0.15,0.37,0.11
57:20.8,-0.01,0.61,-0.23
57:20.8,0.02,0.46,-0.19
57:20.8,0.58,0.3,-0.37
57:20.8,-0.09,0.66,-0.09
57:20.8,-0.09,0.66,-0.09
57:20.8,0.39,0.04,-0.06
57:20.9,-0.35,-0.14,0.28
57:20.9,-0.2,0.19,0.34
57:20.9,-0.31,-0.27,0.09
57:20.9,-0.31,-0.27,0.09
57:20.9,-0.14,-0.19,0.14
57:20.9,-0.4,-0.68,-0.01
57:20.9,-0.13,-0.82,-0.4
57:20.9,-0.56,-0.69,0.29
57:20.9,-0.56,-0.69,0.29
57:20.9,-0.21,-0.23,0.01
57:20.9,0.24,-0.18,0.08
57:21.0,0.07,0.58,0.09
57:21.0,0.07,0.58,0.09
57:21.0,0.14,0.43,-0.25
57:21.0,0.64,0.27,-0.7
57:21.0,-0.06,0.16,0.15
57:21.0,-0.64,-0.01,0.59
57:21.0,-0.64,-0.01,0.59
57:21.0,-0.19,-0.12,0.12
57:21.0,-0.15,-0.55,0.18
57:21.0,-0.3,-0.2,0.37
57:21.0,0.28,0.45,-0.18
57:21.0,0.28,0.45,-0.18
57:21.0,-0.04,-0.42,-0.15
57:21.1,0.4,0.08,-0.42
57:21.1,0.18,-0.4,-0.24
57:21.1,-0.27,0.08,0.06
57:21.1,-0.27,0.08,0.06
57:21.1,0.28,0.34,-0.12
57:21.1,-0.24,-0.4,0.47
57:21.1,0.25,-0.01,-0.25
57:21.1,0.25,-0.01,-0.25
57:21.1,-0.33,-0.13,-0.07
57:21.1,0.01,0.08,-0.33
57:21.1,0.53,0.09,-0.54
57:21.1,-0.52,-0.25,0.32
57:21.1,-0.52,-0.25,0.32
57:21.2,0.4,0.14,-0.34
57:21.2,-0.52,-0.33,0.51
57:21.2,-0.38,0.01,0.39
57:21.2,0.17,0.03,-0.07
57:21.2,0.17,0.03,-0.07
57:21.2,0.01,-0.14,-0.1
57:21.2,0.11,0.17,-0.15
57:21.2,-0.03,-0.03,-0.23
57:21.2,-0.03,-0.03,-0.23
57:21.2,0.09,-0.03,-0.15
57:21.2,0.16,-0.08,-0.03
57:21.2,-0.01,0,0.05
57:21.2,-0.03,-0.07,0.08
57:21.3,-0.03,-0.07,0.08
57:21.3,-0.09,-0.07,0.05
57:21.3,0.07,-0.03,-0.09
57:21.3,0.08,-0.01,-0.14
57:21.3,-0.29,-0.07,0.07
57:21.3,-0.29,-0.07,0.07
57:21.3,-0.04,0.07,-0.03
57:21.3,-0.05,-0.05,0.08
57:21.3,-0.18,-0.01,0.14
57:21.3,-0.18,-0.01,0.14
57:21.4,-0.15,0.08,0.09
57:21.4,-0.33,-0.01,0.17
57:21.4,0.23,-0.05,-0.16
57:21.4,0.23,-0.05,-0.16
57:21.4,-0.29,-0.19,0.05
57:21.4,-0.1,0,0.01
57:21.4,-0.09,0.29,-0.07
57:21.4,-0.1,-0.02,0.02
57:21.4,-0.1,-0.02,0.02
57:21.4,-0.16,0.06,0.19
57:21.4,-0.11,-0.42,0.19
57:21.4,0.49,-0.08,-0.35
57:21.4,-0.35,0.03,0.14
57:21.4,-0.35,0.03,0.14
57:21.4,0.26,0.09,-0.38
57:21.4,-0.42,0.27,0.14
57:21.4,0.06,0.02,-0.02
57:21.5,0.06,0.02,-0.02
57:21.5,0,0.18,0.02
57:21.5,-0.03,-0.07,0.06
57:21.5,0.01,0.08,-0.05
57:21.5,0.01,0.08,-0.05
57:21.5,0.12,0.36,-0.1
57:21.5,0.16,0.24,-0.08
57:21.5,0.14,0.51,-0.12
57:21.5,0.15,0.43,-0.03
57:21.5,0.15,0.43,-0.03
57:21.5,0.18,0.3,-0.02
57:21.5,-0.03,0.11,-0.03
57:21.5,-0.11,-0.09,-0.08
57:21.5,0.12,0,-0.26
57:21.6,0.12,0,-0.26
57:21.6,0.65,-0.04,-0.41
57:21.6,-0.21,-0.52,0.19
57:21.6,-0.32,0.27,0.11
57:21.6,-0.32,0.27,0.11
57:21.6,0.28,0.72,-0.07
57:21.6,0.09,0.39,0.01
57:21.6,0.65,0.09,-0.35
57:21.6,-0.49,-0.92,0.21
57:21.7,-0.49,-0.92,0.21
57:21.7,-0.66,-0.25,0.38
57:21.7,0.06,0.72,-0.07
57:21.7,0.68,0.55,-0.41
57:21.7,-0.73,-0.87,0.29
57:21.7,-0.73,-0.87,0.29
57:21.7,-0.57,0.07,0.32
57:21.7,0.37,0.66,-0.17
57:21.7,0.67,0.04,-0.46
57:21.7,0.67,0.04,-0.46
57:21.7,-0.83,0.06,0.46
57:21.7,0.19,0.03,-0.1
57:21.7,0.73,-0.22,-0.42
57:21.7,0.73,-0.22,-0.42
57:21.7,-0.85,-0.28,0.44
57:21.8,1.41,0.68,-1.05
57:21.8,-0.3,-0.55,0.42
57:21.8,-1.06,0.04,0.54
57:21.8,-1.06,0.04,0.54
57:21.8,-0.81,-0.38,0.66
57:21.8,-0.96,0.17,0.28
57:21.8,1.86,0.24,-0.96
57:21.8,-1.48,-0.21,0.93
57:21.8,-1.48,-0.21,0.93
57:21.8,1.14,-0.13,-0.4
57:21.8,-1.61,-0.18,0.87
57:21.8,1.46,0,-0.88
57:21.8,1.46,0,-0.88
57:21.9,-1.32,-0.39,0.82
57:21.9,0.5,-0.15,-0.16
57:21.9,-1.28,-0.06,0.45
57:21.9,1.94,0.29,-0.9
57:21.9,1.94,0.29,-0.9
57:21.9,-1.85,0.17,0.76
57:21.9,-1.14,-0.12,0.57
57:21.9,0.59,-0.4,-0.25
57:21.9,-0.32,0.2,0.17
57:21.9,-0.32,0.2,0.17
57:21.9,0.14,-0.71,0.04
57:21.9,0.46,-0.57,-0.07
57:22.0,-0.23,0.49,0.07
57:22.0,0.55,-0.4,-0.33
57:22.0,0.55,-0.4,-0.33
57:22.0,-0.32,0.44,0.14
57:22.0,-0.77,0.06,0.15
57:22.0,0.21,-0.05,-0.22
57:22.0,0.21,-0.05,-0.22
57:22.0,0.14,0.16,-0.01
57:22.0,-0.08,-0.03,0.03
57:22.0,-0.49,-0.28,0.08
57:22.0,-0.24,0.08,-0.04
57:22.0,-0.24,0.08,-0.04
57:22.0,-0.07,-0.33,-0.01
57:22.1,0.23,0.27,-0.28
57:22.1,-0.49,-0.4,0.1
57:22.1,-0.03,0.19,0
57:22.1,-0.03,0.19,0
57:22.1,0.53,0.28,-0.28
57:22.1,0.12,0.21,0.01
57:22.1,0.4,0.18,-0.15
57:22.1,0.4,0.18,-0.15
57:22.1,-0.55,-0.61,0.33
57:22.1,-0.02,0.1,-0.06
57:22.1,0,-0.22,0.17
57:22.1,0,-0.22,0.17
57:22.2,-0.26,0.2,-0.19
57:22.2,-0.02,-0.47,0.1
57:22.2,-0.12,-0.01,-0.01
57:22.2,-0.28,-0.11,0.11
57:22.2,-0.28,-0.11,0.11
57:22.2,0.22,-0.21,-0.07
57:22.2,-0.29,-0.01,0.05
57:22.2,0.1,0.06,-0.03
57:22.2,0.1,0.06,-0.03
57:22.2,-0.01,-0.03,-0.02
57:22.2,0.1,-0.06,-0.03
57:22.2,-0.03,0.11,-0.18
57:22.2,-0.03,0.11,-0.18
57:22.3,-0.04,0.02,0.04
57:22.3,-0.32,0.38,-0.18
57:22.3,0.14,-0.14,0.13
57:22.3,0,-0.17,-0.06
57:22.3,0,-0.17,-0.06
57:22.3,-0.19,0.04,-0.03
57:22.3,-0.03,-0.03,-0.11
57:22.3,-0.17,-0.05,0.1
57:22.3,-0.17,-0.05,0.1
57:22.3,0.25,0.03,-0.02
57:22.3,-0.22,-0.29,0.02
57:22.3,0.12,-0.18,-0.13
57:22.3,0.12,-0.18,-0.13
57:22.3,-0.12,0.12,0
57:22.3,0.05,-0.09,-0.04
57:22.4,-0.01,0.05,-0.02
57:22.4,0,-0.19,0
57:22.4,0,-0.19,0
57:22.4,-0.02,0,-0.02
57:22.4,0.04,0.04,0
57:22.4,0,0.03,-0.04
57:22.4,0,0.03,-0.04
57:22.4,-0.01,-0.02,-0.02
57:22.4,-0.04,-0.08,-0.02
57:22.4,0.01,0.03,-0.02
57:22.4,0.01,0.03,-0.02
57:22.4,-0.01,-0.01,-0.06
57:22.5,0,0,0
57:22.5,-0.02,-0.05,-0.03
57:22.5,0,0.01,-0.02
57:22.5,0,0.01,-0.02
57:22.5,-0.03,-0.01,-0.04
57:22.5,-0.03,0.01,-0.01
57:22.5,-0.01,-0.05,-0.05
57:22.5,-0.01,-0.05,-0.05
57:22.5,0,-0.01,-0.04
57:22.5,-0.02,-0.01,-0.04
57:22.5,-0.02,0,-0.02
57:22.5,-0.02,0,-0.02
57:22.6,-0.02,-0.02,-0.01
57:22.6,-0.01,-0.01,-0.01
57:22.6,-0.02,-0.01,-0.01
57:22.6,0,0,-0.04
57:22.6,0,0,-0.04
57:22.6,0,-0.02,-0.04
57:22.6,-0.02,-0.01,-0.04
57:22.6,-0.02,0,-0.03
57:22.6,-0.02,0,-0.03
57:22.6,-0.01,-0.01,0
57:22.6,-0.01,-0.01,-0.01
57:22.6,-0.03,-0.01,-0.01
57:22.6,-0.03,-0.01,-0.01
57:22.6,-0.03,-0.02,-0.01
57:22.7,-0.01,-0.01,-0.02
57:22.7,0,-0.02,-0.03
57:22.7,-0.02,-0.02,-0.03
57:22.7,-0.02,-0.02,-0.03
57:22.7,0.01,-0.01,-0.01
57:22.7,-0.01,-0.01,-0.03
57:22.7,-0.02,-0.02,0
57:22.7,-0.02,-0.02,0
57:22.7,-0.02,-0.01,-0.01
57:22.7,-0.01,0,-0.02
57:22.7,0,-0.01,-0.01
57:22.7,0,-0.01,-0.01
57:22.7,0,0,-0.03
57:22.8,-0.03,-0.02,0
57:22.8,-0.02,-0.02,-0.04
57:22.8,-0.02,-0.02,-0.04
57:22.8,-0.01,-0.02,-0.02
57:22.8,-0.02,-0.01,-0.02
57:22.8,-0.02,-0.02,-0.03
57:22.8,0,0,-0.03
57:22.8,0,0,-0.03
57:22.8,-0.02,-0.01,-0.01
57:22.8,-0.01,0,-0.02
57:22.9,-0.01,-0.01,-0.01
57:22.9,-0.01,-0.01,-0.01
57:22.9,-0.03,-0.03,-0.01
57:22.9,-0.02,-0.02,0
57:22.9,-0.03,-0.02,-0.03
57:22.9,-0.01,-0.02,0
57:22.9,-0.01,-0.02,0
57:22.9,-0.02,-0.03,-0.02
57:22.9,-0.03,-0.02,-0.03
57:22.9,-0.02,0,-0.02
57:22.9,-0.02,0,-0.02
57:22.9,-0.01,0,-0.02
57:22.9,-0.02,0,-0.01
57:22.9,0,-0.01,-0.01
57:22.9,0,-0.01,-0.01
57:22.9,-0.01,-0.01,-0.01
57:23.0,0,-0.01,-0.02
57:23.0,0,-0.02,0
57:23.0,0,-0.02,0
57:23.0,0,-0.01,-0.03
57:23.0,-0.01,0,-0.01
57:23.0,-0.01,0,-0.02
57:23.0,-0.01,0,-0.02
57:23.0,-0.04,-0.03,-0.01
57:23.0,-0.02,-0.01,-0.02
57:23.0,-0.03,0.01,-0.03
57:23.0,-0.02,-0.02,-0.02
57:23.0,-0.02,-0.02,-0.02
57:23.1,-0.01,-0.03,-0.03
57:23.1,-0.01,-0.01,0
57:23.1,-0.02,-0.02,0
57:23.1,-0.02,-0.02,0
57:23.1,-0.01,-0.02,0
57:23.1,0,-0.01,-0.02
57:23.1,-0.01,-0.01,-0.02
57:23.1,-0.01,-0.01,-0.02
57:23.1,0,-0.02,-0.01
57:23.1,-0.01,-0.03,0
57:23.1,-0.07,-0.01,-0.06
57:23.1,-0.02,0,-0.04
57:23.1,-0.02,0,-0.04
57:23.1,-0.01,0,-0.03
57:23.2,-0.02,-0.03,0
57:23.2,-0.04,-0.02,0
57:23.2,-0.01,-0.02,0.01
57:23.2,-0.01,-0.02,0.01
57:23.2,-0.04,-0.02,-0.01
57:23.2,-0.03,0,-0.04
57:23.2,-0.03,0,-0.06
57:23.2,-0.03,0,-0.06
57:23.2,-0.02,0,-0.05
57:23.2,-0.01,0,-0.01
57:23.2,-0.02,-0.05,0.01
57:23.2,-0.02,-0.05,0.01
57:23.2,-0.02,-0.05,0.02
57:23.3,-0.01,-0.03,0
57:23.3,-0.03,0,-0.03
57:23.3,-0.03,0,-0.07
57:23.3,-0.03,0,-0.07
57:23.3,-0.01,0,-0.05
57:23.3,-0.02,-0.01,0
57:23.3,0,-0.03,0
57:23.3,0,-0.03,0
57:23.3,-0.03,-0.03,0.02
57:23.3,-0.03,-0.02,0
57:23.3,-0.02,0,-0.05
57:23.3,-0.02,0,-0.05
57:23.3,-0.02,0,-0.04
57:23.3,0,0,-0.04
57:23.3,-0.01,-0.01,-0.04
57:23.4,-0.02,-0.02,0.01
57:23.4,-0.02,-0.02,0.01
57:23.4,-0.04,-0.01,0
57:23.4,-0.02,-0.02,-0.02
57:23.4,-0.02,-0.01,0
57:23.4,-0.02,-0.01,0
57:23.4,-0.09,-0.02,-0.04
57:23.4,0,0,0
57:23.4,-0.03,-0.04,-0.03
57:23.5,-0.03,-0.04,-0.03
57:23.5,-0.03,-0.01,-0.01
57:23.5,-0.02,-0.01,-0.04
57:23.5,0,-0.02,0.01
57:23.5,-0.01,-0.04,-0.03
57:23.5,-0.01,-0.04,-0.03
57:23.5,-0.03,-0.01,0
57:23.5,-0.02,-0.01,-0.02
57:23.5,-0.03,-0.02,-0.03
57:23.5,-0.03,-0.02,-0.03
57:23.5,-0.03,-0.01,-0.04
57:23.5,-0.04,0,-0.04
57:23.5,-0.03,-0.02,-0.01
57:23.5,-0.03,-0.02,-0.01
57:23.6,0,-0.02,-0.02
57:23.6,0.02,-0.02,0.01
57:23.6,-0.07,-0.02,-0.02
57:23.6,0.01,0,0
57:23.6,0.01,0,0
57:23.6,0,0,-0.05
57:23.6,0,-0.01,-0.03
57:23.6,-0.05,-0.01,-0.03
57:23.6,-0.05,-0.01,-0.03
57:23.6,0,-0.01,0.01
57:23.6,-0.03,-0.05,-0.03
57:23.6,0,-0.03,-0.01
57:23.6,0,-0.03,-0.01
57:23.6,-0.03,-0.03,-0.03
57:23.7,0,-0.01,-0.03
57:23.7,-0.01,0,-0.02
57:23.7,0,0,0
57:23.7,0,0,0
57:23.7,-0.02,0,-0.01
57:23.7,0,-0.01,-0.01
57:23.7,0.01,0,-0.02
57:23.7,0.01,0,-0.02
57:23.7,-0.02,-0.01,0.01
57:23.7,-0.04,-0.01,-0.02
57:23.7,0,-0.03,-0.04
57:23.7,0,-0.03,-0.04
57:23.7,0.02,0,-0.02
57:23.7,-0.05,-0.03,-0.06
57:23.8,-0.06,-0.03,-0.04
57:23.8,-0.01,-0.05,0
57:23.8,-0.01,-0.05,0
57:23.8,0,-0.01,-0.01
57:23.8,-0.04,-0.03,-0.03
57:23.8,-0.02,-0.01,-0.05
57:23.8,-0.02,-0.01,-0.05
57:23.8,0,-0.02,0.01
57:23.8,-0.03,-0.02,-0.03
57:23.8,-0.03,-0.01,-0.02
57:23.8,-0.03,-0.01,-0.02
57:23.8,-0.02,0,-0.01
57:23.8,-0.04,-0.01,-0.03
57:23.9,-0.01,-0.03,-0.01
57:23.9,-0.01,-0.03,-0.02
57:23.9,-0.01,-0.03,-0.02
57:23.9,0,-0.01,-0.02
57:23.9,-0.02,-0.02,-0.01
57:23.9,-0.03,-0.01,-0.01
57:23.9,-0.03,-0.01,-0.01
57:23.9,-0.01,-0.01,-0.03
57:23.9,0,-0.02,-0.01
57:23.9,-0.02,-0.02,-0.03
57:24.0,-0.02,-0.02,-0.03
57:24.0,-0.02,-0.01,-0.02
57:24.0,-0.03,-0.01,-0.03
57:24.0,-0.02,-0.01,-0.01
57:24.0,-0.02,-0.02,-0.03
57:24.0,-0.02,-0.02,-0.03
57:24.0,-0.02,-0.02,-0.05
57:24.0,-0.02,-0.01,-0.01
57:24.0,-0.01,-0.03,-0.03
57:24.0,-0.01,-0.03,-0.03
57:24.0,0,-0.02,-0.03
57:24.0,-0.02,-0.03,0
57:24.0,-0.01,-0.03,0
57:24.0,-0.01,-0.03,0
57:24.1,-0.02,-0.01,0
57:24.1,0,-0.03,-0.03
57:24.1,-0.01,-0.01,-0.01
57:24.1,-0.02,0,-0.03
57:24.1,-0.02,0,-0.03
57:24.1,-0.01,-0.02,-0.01
57:24.1,-0.02,0,-0.01
57:24.1,-0.03,-0.02,0
57:24.1,-0.03,-0.02,0
57:24.1,0,0,0
57:24.1,0,-0.02,-0.03
57:24.1,0,-0.02,-0.05
57:24.1,0,-0.02,-0.05
57:24.2,-0.02,-0.01,-0.01
57:24.2,-0.02,-0.01,-0.03
57:24.2,0,-0.02,-0.02
57:24.2,-0.01,-0.02,-0.01
57:24.2,-0.01,-0.02,-0.01
57:24.2,0,-0.01,-0.02
57:24.2,-0.02,-0.01,-0.02
57:24.2,0.01,-0.03,-0.02
57:24.2,0.01,-0.03,-0.02
57:24.2,-0.01,0,-0.02
57:24.2,-0.07,-0.04,-0.03
57:24.2,-0.02,-0.04,-0.06
57:24.2,-0.02,-0.04,-0.06
57:24.2,0,-0.03,-0.02
